id_user,platform,device_os,date_log,date_reg,email company
5595935,mobile,iOS,2025-01-02,2025-01-01,EveryMail
5648204,mobile,Android,2025-01-02,2025-01-01,EveryMail
5766904,mobile,iOS,2025-01-02,2025-01-01,EveryMail
5795188,desktop,Windows,2025-01-02,2025-01-01,EveryMail
5863864,mobile,Android,2025-01-02,2025-01-01,EveryMail
5983977,mobile,iOS,2025-01-02,2025-01-01,EveryMail
5991864,mobile,iOS,2025-01-02,2025-01-01,EveryMail
6011199,mobile,iOS,2025-01-02,2025-01-01,EveryMail
6011689,mobile,iOS,2025-01-02,2025-01-01,EveryMail
6017358,mobile,iOS,2025-01-02,2025-01-01,EveryMail
6071019,mobile,Android,2025-01-02,2025-01-01,EveryMail
6133858,desktop,Windows,2025-01-02,2025-01-01,EveryMail
6134016,desktop,Mac,2025-01-02,2025-01-01,EveryMail
6155680,desktop,Mac,2025-01-02,2025-01-01,EveryMail
6181529,mobile,Android,2025-01-02,2025-01-01,EveryMail
6218415,mobile,Android,2025-01-02,2025-01-01,EveryMail
6245890,mobile,iOS,2025-01-02,2025-01-01,EveryMail
6261993,mobile,iOS,2025-01-02,2025-01-01,EveryMail
6267564,desktop,Windows,2025-01-02,2025-01-01,EveryMail
6269275,desktop,Windows,2025-01-02,2025-01-01,EveryMail
6338901,desktop,Windows,2025-01-02,2025-01-01,EveryMail
6415427,mobile,iOS,2025-01-02,2025-01-01,EveryMail
6438314,mobile,iOS,2025-01-02,2025-01-01,EveryMail
6439015,mobile,iOS,2025-01-02,2025-01-01,EveryMail
6494935,mobile,Android,2025-01-02,2025-01-01,EveryMail
6597636,desktop,Mac,2025-01-02,2025-01-01,EveryMail
6642972,mobile,iOS,2025-01-02,2025-01-01,EveryMail
6714985,desktop,Windows,2025-01-02,2025-01-01,EveryMail
6750566,mobile,Android,2025-01-02,2025-01-01,EveryMail
6761907,mobile,iOS,2025-01-02,2025-01-01,EveryMail
6765825,mobile,Android,2025-01-02,2025-01-01,EveryMail
6778227,mobile,Android,2025-01-02,2025-01-01,EveryMail
6800759,mobile,Android,2025-01-02,2025-01-01,EveryMail
6803392,mobile,iOS,2025-01-02,2025-01-01,EveryMail
6817145,mobile,Android,2025-01-02,2025-01-01,EveryMail
6901437,mobile,iOS,2025-01-02,2025-01-01,EveryMail
6920748,desktop,Windows,2025-01-02,2025-01-01,EveryMail
6939741,mobile,Android,2025-01-02,2025-01-01,EveryMail
6940939,desktop,Windows,2025-01-02,2025-01-01,EveryMail
7019326,mobile,iOS,2025-01-02,2025-01-01,EveryMail
7080780,mobile,iOS,2025-01-02,2025-01-01,EveryMail
7150403,desktop,Windows,2025-01-02,2025-01-01,EveryMail
7181251,mobile,Android,2025-01-02,2025-01-01,EveryMail
7259262,desktop,Windows,2025-01-02,2025-01-01,EveryMail
7302562,mobile,iOS,2025-01-02,2025-01-01,EveryMail
7319512,desktop,Mac,2025-01-02,2025-01-01,EveryMail
7328553,mobile,iOS,2025-01-02,2025-01-01,EveryMail
7350946,desktop,UNK,2025-01-02,2025-01-01,EveryMail
7362974,desktop,Mac,2025-01-02,2025-01-01,EveryMail
7486857,mobile,Android,2025-01-02,2025-01-01,EveryMail
7530521,mobile,iOS,2025-01-02,2025-01-01,EveryMail
7650852,mobile,iOS,2025-01-02,2025-01-01,EveryMail
7699067,mobile,iOS,2025-01-02,2025-01-01,EveryMail
7754170,mobile,iOS,2025-01-02,2025-01-01,EveryMail
7828661,mobile,iOS,2025-01-02,2025-01-01,EveryMail
7843171,desktop,Windows,2025-01-02,2025-01-01,EveryMail
7851482,desktop,Windows,2025-01-02,2025-01-01,EveryMail
7858446,mobile,Android,2025-01-02,2025-01-01,EveryMail
7908789,desktop,Windows,2025-01-02,2025-01-01,EveryMail
7985988,mobile,Android,2025-01-02,2025-01-01,EveryMail
8026515,desktop,Mac,2025-01-02,2025-01-01,EveryMail
8073974,mobile,Android,2025-01-02,2025-01-01,EveryMail
8087986,mobile,iOS,2025-01-02,2025-01-01,EveryMail
8097180,mobile,Android,2025-01-02,2025-01-01,EveryMail
8139570,mobile,iOS,2025-01-02,2025-01-01,EveryMail
8146304,mobile,iOS,2025-01-02,2025-01-01,EveryMail
8194820,mobile,iOS,2025-01-02,2025-01-01,EveryMail
8332000,mobile,Android,2025-01-02,2025-01-01,EveryMail
8378959,mobile,iOS,2025-01-02,2025-01-01,EveryMail
8422901,mobile,iOS,2025-01-02,2025-01-01,EveryMail
8655133,desktop,Mac,2025-01-02,2025-01-01,EveryMail
8666139,mobile,Android,2025-01-02,2025-01-01,EveryMail
8861433,mobile,Android,2025-01-02,2025-01-01,EveryMail
8884928,mobile,Android,2025-01-02,2025-01-01,EveryMail
8946626,mobile,Android,2025-01-02,2025-01-01,EveryMail
8948909,tablet,Android,2025-01-02,2025-01-01,EveryMail
8962172,desktop,Windows,2025-01-02,2025-01-01,EveryMail
8985480,mobile,Android,2025-01-02,2025-01-01,EveryMail
8996801,desktop,Windows,2025-01-02,2025-01-01,EveryMail
9014397,mobile,iOS,2025-01-02,2025-01-01,EveryMail
9026879,mobile,iOS,2025-01-02,2025-01-01,EveryMail
9107635,desktop,Windows,2025-01-02,2025-01-01,EveryMail
9143753,desktop,Mac,2025-01-02,2025-01-01,EveryMail
9215651,desktop,Mac,2025-01-02,2025-01-01,EveryMail
9288699,mobile,Android,2025-01-02,2025-01-01,EveryMail
9332615,desktop,Mac,2025-01-02,2025-01-01,EveryMail
9348579,desktop,Windows,2025-01-02,2025-01-01,EveryMail
9490448,mobile,iOS,2025-01-02,2025-01-01,EveryMail
9497178,mobile,iOS,2025-01-02,2025-01-01,EveryMail
9507917,mobile,iOS,2025-01-02,2025-01-01,EveryMail
9568394,desktop,Windows,2025-01-02,2025-01-01,EveryMail
9588661,mobile,iOS,2025-01-02,2025-01-01,EveryMail
9589740,desktop,Mac,2025-01-02,2025-01-01,EveryMail
9591818,mobile,Android,2025-01-02,2025-01-01,EveryMail
9642212,mobile,Android,2025-01-02,2025-01-01,EveryMail
9772055,mobile,iOS,2025-01-02,2025-01-01,EveryMail
9807142,desktop,Windows,2025-01-02,2025-01-01,EveryMail
9819134,mobile,Android,2025-01-02,2025-01-01,EveryMail
9911082,desktop,Windows,2025-01-02,2025-01-01,EveryMail
10229813,mobile,iOS,2025-01-02,2025-01-01,EveryMail
10269517,desktop,Windows,2025-01-02,2025-01-01,EveryMail
10304480,mobile,Android,2025-01-02,2025-01-01,EveryMail
10367979,mobile,Android,2025-01-02,2025-01-01,EveryMail
10377526,mobile,Android,2025-01-02,2025-01-01,EveryMail
10391859,mobile,iOS,2025-01-02,2025-01-01,EveryMail
10660308,mobile,Android,2025-01-02,2025-01-01,EveryMail
10662787,tablet,Android,2025-01-02,2025-01-01,EveryMail
10958026,mobile,iOS,2025-01-02,2025-01-01,EveryMail
11032064,desktop,Windows,2025-01-02,2025-01-01,EveryMail
11047401,desktop,Windows,2025-01-02,2025-01-01,EveryMail
11147269,desktop,Windows,2025-01-02,2025-01-01,EveryMail
11167042,desktop,Mac,2025-01-02,2025-01-01,EveryMail
11183599,desktop,Windows,2025-01-02,2025-01-01,EveryMail
11357035,mobile,Android,2025-01-02,2025-01-01,EveryMail
11440580,mobile,Android,2025-01-02,2025-01-01,EveryMail
11459924,desktop,Mac,2025-01-02,2025-01-01,EveryMail
11470849,desktop,Windows,2025-01-02,2025-01-01,EveryMail
11572770,desktop,Windows,2025-01-02,2025-01-01,EveryMail
11751714,desktop,Windows,2025-01-02,2025-01-01,EveryMail
11775182,mobile,iOS,2025-01-02,2025-01-01,EveryMail
11790447,desktop,Windows,2025-01-02,2025-01-01,EveryMail
11796536,desktop,Mac,2025-01-02,2025-01-01,EveryMail
11813148,mobile,Android,2025-01-02,2025-01-01,EveryMail
11849642,mobile,Android,2025-01-02,2025-01-01,EveryMail
11878152,mobile,iOS,2025-01-02,2025-01-01,EveryMail
12058817,desktop,Mac,2025-01-02,2025-01-01,EveryMail
12072764,desktop,Windows,2025-01-02,2025-01-01,EveryMail
12123246,desktop,Windows,2025-01-02,2025-01-01,EveryMail
12150408,mobile,Android,2025-01-02,2025-01-01,EveryMail
12155696,mobile,Android,2025-01-02,2025-01-01,EveryMail
12210361,mobile,Android,2025-01-02,2025-01-01,EveryMail
12254639,mobile,Android,2025-01-02,2025-01-01,EveryMail
12263695,desktop,Windows,2025-01-02,2025-01-01,EveryMail
12549581,desktop,Mac,2025-01-02,2025-01-01,EveryMail
12703057,desktop,Windows,2025-01-02,2025-01-01,EveryMail
12721862,mobile,Android,2025-01-02,2025-01-01,EveryMail
12771740,desktop,Mac,2025-01-02,2025-01-01,EveryMail
12838632,desktop,Mac,2025-01-02,2025-01-01,EveryMail
12884902,desktop,Mac,2025-01-02,2025-01-01,EveryMail
12903423,mobile,Android,2025-01-02,2025-01-01,EveryMail
12934598,mobile,iOS,2025-01-02,2025-01-01,EveryMail
12941732,mobile,Android,2025-01-02,2025-01-01,EveryMail
12948608,mobile,Android,2025-01-02,2025-01-01,EveryMail
12980695,tablet,Android,2025-01-02,2025-01-01,EveryMail
12986337,mobile,Android,2025-01-02,2025-01-01,EveryMail
13117765,desktop,Windows,2025-01-02,2025-01-01,EveryMail
13132784,mobile,iOS,2025-01-02,2025-01-01,EveryMail
13176882,mobile,Android,2025-01-02,2025-01-01,EveryMail
13259834,desktop,Windows,2025-01-02,2025-01-01,EveryMail
13270572,desktop,UNK,2025-01-02,2025-01-01,EveryMail
13294934,mobile,Android,2025-01-02,2025-01-01,EveryMail
13297504,desktop,Windows,2025-01-02,2025-01-01,EveryMail
13357242,mobile,Android,2025-01-02,2025-01-01,EveryMail
13359131,tablet,iOS,2025-01-02,2025-01-01,EveryMail
13437730,mobile,Android,2025-01-02,2025-01-01,EveryMail
13461093,mobile,Android,2025-01-02,2025-01-01,EveryMail
13483915,mobile,iOS,2025-01-02,2025-01-01,EveryMail
13543463,desktop,Mac,2025-01-02,2025-01-01,EveryMail
13581045,desktop,Mac,2025-01-02,2025-01-01,EveryMail
13733438,mobile,Android,2025-01-02,2025-01-01,EveryMail
13794987,mobile,iOS,2025-01-02,2025-01-01,EveryMail
13885106,desktop,Windows,2025-01-02,2025-01-01,EveryMail
13890846,mobile,Android,2025-01-02,2025-01-01,EveryMail
13960856,desktop,Windows,2025-01-02,2025-01-01,EveryMail
14045121,mobile,iOS,2025-01-02,2025-01-01,EveryMail
14104001,tablet,Android,2025-01-02,2025-01-01,EveryMail
14215133,mobile,iOS,2025-01-02,2025-01-01,EveryMail
14262308,mobile,iOS,2025-01-02,2025-01-01,EveryMail
14293880,mobile,Android,2025-01-02,2025-01-01,EveryMail
14410811,desktop,Windows,2025-01-02,2025-01-01,EveryMail
14493475,desktop,Windows,2025-01-02,2025-01-01,EveryMail
14509442,mobile,iOS,2025-01-02,2025-01-01,EveryMail
14521648,mobile,iOS,2025-01-02,2025-01-01,EveryMail
14557930,desktop,Mac,2025-01-02,2025-01-01,EveryMail
14562493,mobile,iOS,2025-01-02,2025-01-01,EveryMail
14637553,mobile,iOS,2025-01-02,2025-01-01,EveryMail
14707208,tablet,iOS,2025-01-02,2025-01-01,EveryMail
14785544,mobile,iOS,2025-01-02,2025-01-01,EveryMail
14833417,mobile,Android,2025-01-02,2025-01-01,EveryMail
14846506,mobile,Android,2025-01-02,2025-01-01,EveryMail
14862143,mobile,iOS,2025-01-02,2025-01-01,EveryMail
14870558,mobile,Android,2025-01-02,2025-01-01,EveryMail
14899831,desktop,Windows,2025-01-02,2025-01-01,EveryMail
14953671,mobile,iOS,2025-01-02,2025-01-01,EveryMail
15042286,desktop,Mac,2025-01-02,2025-01-01,EveryMail
15046633,mobile,iOS,2025-01-02,2025-01-01,EveryMail
15083240,mobile,iOS,2025-01-02,2025-01-01,EveryMail
15093468,mobile,iOS,2025-01-02,2025-01-01,EveryMail
15098324,desktop,UNK,2025-01-02,2025-01-01,EveryMail
15134694,desktop,Mac,2025-01-02,2025-01-01,EveryMail
15148498,desktop,Mac,2025-01-02,2025-01-01,EveryMail
15192290,mobile,Android,2025-01-02,2025-01-01,EveryMail
15273419,desktop,Windows,2025-01-02,2025-01-01,EveryMail
15325670,desktop,Windows,2025-01-02,2025-01-01,EveryMail
15380231,mobile,Android,2025-01-02,2025-01-01,EveryMail
15391352,mobile,iOS,2025-01-02,2025-01-01,EveryMail
15398816,desktop,Windows,2025-01-02,2025-01-01,EveryMail
15410365,mobile,Android,2025-01-02,2025-01-01,EveryMail
15423643,desktop,Windows,2025-01-02,2025-01-01,EveryMail
15480798,mobile,iOS,2025-01-02,2025-01-01,EveryMail
15520654,mobile,iOS,2025-01-02,2025-01-01,EveryMail
15588513,mobile,Android,2025-01-02,2025-01-01,EveryMail
15655859,mobile,Android,2025-01-02,2025-01-01,EveryMail
15717129,mobile,Android,2025-01-02,2025-01-01,EveryMail
15739120,mobile,iOS,2025-01-02,2025-01-01,EveryMail
15803818,mobile,Android,2025-01-02,2025-01-01,EveryMail
15805474,desktop,Windows,2025-01-02,2025-01-01,EveryMail
15806932,mobile,Android,2025-01-02,2025-01-01,EveryMail
15838908,desktop,Windows,2025-01-02,2025-01-01,EveryMail
15846133,mobile,iOS,2025-01-02,2025-01-01,EveryMail
15891749,mobile,iOS,2025-01-02,2025-01-01,EveryMail
15902495,desktop,Mac,2025-01-02,2025-01-01,EveryMail
15938660,mobile,Android,2025-01-02,2025-01-01,EveryMail
15940886,mobile,Android,2025-01-02,2025-01-01,EveryMail
16014073,tablet,Android,2025-01-02,2025-01-01,EveryMail
16022209,mobile,Android,2025-01-02,2025-01-01,EveryMail
16231359,desktop,Mac,2025-01-02,2025-01-01,EveryMail
16236173,mobile,Android,2025-01-02,2025-01-01,EveryMail
16279143,mobile,iOS,2025-01-02,2025-01-01,EveryMail
16358934,desktop,Mac,2025-01-02,2025-01-01,EveryMail
16365106,mobile,iOS,2025-01-02,2025-01-01,EveryMail
16365778,desktop,Mac,2025-01-02,2025-01-01,EveryMail
16376407,mobile,iOS,2025-01-02,2025-01-01,EveryMail
16379639,mobile,iOS,2025-01-02,2025-01-01,EveryMail
16400228,desktop,Mac,2025-01-02,2025-01-01,EveryMail
16554653,mobile,Android,2025-01-02,2025-01-01,EveryMail
16634556,desktop,Windows,2025-01-02,2025-01-01,EveryMail
16690666,mobile,Android,2025-01-02,2025-01-01,EveryMail
16694970,mobile,iOS,2025-01-02,2025-01-01,EveryMail
16703300,mobile,Android,2025-01-02,2025-01-01,EveryMail
16790185,mobile,Android,2025-01-02,2025-01-01,EveryMail
16795774,mobile,Android,2025-01-02,2025-01-01,EveryMail
16795805,tablet,iOS,2025-01-02,2025-01-01,EveryMail
16800281,mobile,Android,2025-01-02,2025-01-01,EveryMail
16812630,mobile,Android,2025-01-02,2025-01-01,EveryMail
16814642,mobile,Android,2025-01-02,2025-01-01,EveryMail
16824373,mobile,Android,2025-01-02,2025-01-01,EveryMail
16832154,desktop,Windows,2025-01-02,2025-01-01,EveryMail
16863218,mobile,Android,2025-01-02,2025-01-01,EveryMail
16871858,mobile,Android,2025-01-02,2025-01-01,EveryMail
16878495,mobile,Android,2025-01-02,2025-01-01,EveryMail
16915712,mobile,Android,2025-01-02,2025-01-01,EveryMail
16995561,mobile,Android,2025-01-02,2025-01-01,EveryMail
17031885,mobile,iOS,2025-01-02,2025-01-01,EveryMail
17078002,desktop,Windows,2025-01-02,2025-01-01,EveryMail
17093827,mobile,Android,2025-01-02,2025-01-01,EveryMail
17112036,mobile,Android,2025-01-02,2025-01-01,EveryMail
17128265,mobile,Android,2025-01-02,2025-01-01,EveryMail
17153120,desktop,Windows,2025-01-02,2025-01-01,EveryMail
17222551,mobile,Android,2025-01-02,2025-01-01,EveryMail
17237750,mobile,iOS,2025-01-02,2025-01-01,EveryMail
17280958,mobile,Android,2025-01-02,2025-01-01,EveryMail
17286288,mobile,iOS,2025-01-02,2025-01-01,EveryMail
17290210,mobile,iOS,2025-01-02,2025-01-01,EveryMail
17312210,mobile,iOS,2025-01-02,2025-01-01,EveryMail
17331236,mobile,iOS,2025-01-02,2025-01-01,EveryMail
17361606,desktop,Mac,2025-01-02,2025-01-01,EveryMail
17458043,mobile,Android,2025-01-02,2025-01-01,EveryMail
17520739,desktop,Windows,2025-01-02,2025-01-01,EveryMail
17577224,desktop,Windows,2025-01-02,2025-01-01,EveryMail
17646532,desktop,Windows,2025-01-02,2025-01-01,EveryMail
17701341,mobile,iOS,2025-01-02,2025-01-01,EveryMail
17754577,desktop,Mac,2025-01-02,2025-01-01,EveryMail
17795559,mobile,iOS,2025-01-02,2025-01-01,EveryMail
17809909,mobile,Android,2025-01-02,2025-01-01,EveryMail
17829920,mobile,Android,2025-01-02,2025-01-01,EveryMail
17916960,desktop,Windows,2025-01-02,2025-01-01,EveryMail
17934307,mobile,Android,2025-01-02,2025-01-01,EveryMail
18017444,mobile,iOS,2025-01-02,2025-01-01,EveryMail
18050384,desktop,Windows,2025-01-02,2025-01-01,EveryMail
18071079,desktop,Mac,2025-01-02,2025-01-01,EveryMail
18112115,mobile,Android,2025-01-02,2025-01-01,EveryMail
18127583,mobile,Android,2025-01-02,2025-01-01,EveryMail
18136757,mobile,iOS,2025-01-02,2025-01-01,EveryMail
18192061,mobile,iOS,2025-01-02,2025-01-01,EveryMail
18263214,mobile,Android,2025-01-02,2025-01-01,EveryMail
18331771,mobile,Android,2025-01-02,2025-01-01,EveryMail
18423026,mobile,iOS,2025-01-02,2025-01-01,EveryMail
18432104,desktop,Windows,2025-01-02,2025-01-01,EveryMail
18432698,mobile,Android,2025-01-02,2025-01-01,EveryMail
18437857,mobile,Android,2025-01-02,2025-01-01,EveryMail
18492475,desktop,Windows,2025-01-02,2025-01-01,EveryMail
18505470,mobile,Android,2025-01-02,2025-01-01,EveryMail
18539904,mobile,Android,2025-01-02,2025-01-01,EveryMail
18557315,mobile,iOS,2025-01-02,2025-01-01,EveryMail
18585835,mobile,Android,2025-01-02,2025-01-01,EveryMail
18609284,mobile,iOS,2025-01-02,2025-01-01,EveryMail
18711248,mobile,iOS,2025-01-02,2025-01-01,EveryMail
18797618,desktop,Mac,2025-01-02,2025-01-01,EveryMail
18875196,mobile,Android,2025-01-02,2025-01-01,EveryMail
18888961,desktop,Mac,2025-01-02,2025-01-01,EveryMail
18941636,desktop,Mac,2025-01-02,2025-01-01,EveryMail
18952707,mobile,iOS,2025-01-02,2025-01-01,EveryMail
19002742,mobile,Android,2025-01-02,2025-01-01,EveryMail
19016958,mobile,iOS,2025-01-02,2025-01-01,EveryMail
19058409,desktop,Windows,2025-01-02,2025-01-01,EveryMail
19060446,mobile,Android,2025-01-02,2025-01-01,EveryMail
19117862,mobile,iOS,2025-01-02,2025-01-01,EveryMail
19124557,mobile,Android,2025-01-02,2025-01-01,EveryMail
19166802,desktop,Windows,2025-01-02,2025-01-01,EveryMail
19246508,desktop,Mac,2025-01-02,2025-01-01,EveryMail
19311503,mobile,iOS,2025-01-02,2025-01-01,EveryMail
19323143,desktop,Mac,2025-01-02,2025-01-01,EveryMail
19353644,mobile,Android,2025-01-02,2025-01-01,EveryMail
19378398,mobile,iOS,2025-01-02,2025-01-01,EveryMail
19444892,mobile,Android,2025-01-02,2025-01-01,EveryMail
19479665,mobile,Android,2025-01-02,2025-01-01,EveryMail
19529875,desktop,Mac,2025-01-02,2025-01-01,EveryMail
19539219,mobile,Android,2025-01-02,2025-01-01,EveryMail
19557496,mobile,Android,2025-01-02,2025-01-01,EveryMail
19563029,mobile,iOS,2025-01-02,2025-01-01,EveryMail
19576985,mobile,Android,2025-01-02,2025-01-01,EveryMail
19607962,desktop,Windows,2025-01-02,2025-01-01,EveryMail
19614348,desktop,Windows,2025-01-02,2025-01-01,EveryMail
